#bp.overlap	chr	cpgnum	entrez	gcnum	genesym	name	obsexp	refgene	start	stop	pval	qval	Class	nonzero_frac	avgGrpA	avgGrpB	150410_MCS0001_V1D_CACGAT_L002_R1	150410_MCS0002_V1D_ATACGG_L008_R1	150410_MCS0004_V1D_GATGCT_L008_R1	150410_MCSLNP4014_V1D_GGCCTG_L008_R1	150410_MCSLNP4015_V1D_TGAATG_L002_R1	MCSLNP4021_V1D
248;248;248	chr3	31	10533;10533;10533	174	ATG7;ATG7;ATG7	CpG:31	1.02	NM_006395;NM_001144912;NM_001136031	11313889	11314137	0.005817216	0.156984908	0	0.559139785	6.03628E-06	0.000865807	0	0	1.81088E-05	0.000633746	0.000532985	0.001430691
1025;1025	chr19	88	284307;55659	675	ZIK1;ZNF416	CpG:88	0.79	NM_001010879;NM_017879	58094739	58095764	0.005818582	0.156984908	0	0.852272727	0.003641054	0.008464034	0.002002039	0.005606667	0.003314455	0.011190242	0.006235462	0.007966399
514	chr7	49	26872	353	STEAP1	CpG:49	0.82	NM_012449	89783567	89784081	0.005922105	0.159486923	0	0.319727891	1.79016E-07	0.000503902	0	0	5.37049E-07	3.37353E-05	4.44072E-05	0.001433564
402;402;402	chr2	44	9936;9936;9936	280	CD302;CD302;CD302	CpG:44	0.91	NM_001198764;NM_014880;NM_001198763	160654229	160654631	0.005997492	0.16122348	0	0.670454545	0.00010162	0.001639365	0.000157367	0	0.000147492	0.002748108	0.000799762	0.001370227
1113;1113	chr11	106	9638;9638	745	FEZ1;FEZ1	CpG:106	0.91	NM_005103;NM_022549	125365137	125366319	0.006078125	0.163094515	0	0.772463768	0.000823611	0.00257169	0.000141734	0.001330554	0.000998546	0.002238814	0.002244799	0.003231458
734	chr1	64	10100	448	TSPAN2	CpG:64	0.94	NM_005725	115631850	115632584	0.006097805	0.163326168	0	0.261603376	4.52438E-07	0.001571599	0	0	1.35731E-06	0.000823074	0.000359812	0.00353191
893;893	chr18	223	9811;9811	1527	CTIF;CTIF	CpG:223	0.88	NM_001142397;NM_014772	46065533	46067826	0.006123123	0.16370773	0	0.340486409	0.000181141	0.000418481	3.90226E-07	0.000181373	0.000361661	0.000235068	0.000248763	0.000771612
285;285	chr11	32	10632;10632	196	ATP5L;ATP5L	CpG:32	0.99	NR_033759;NM_006476	118272261	118272546	0.006197781	0.165404682	0	0.526041667	4.78831E-07	0.001653637	0	1.43649E-06	0	0.000530628	0.001140979	0.003289303
1313	chr17	209	100170841	1255	C17orf96	CpG:209	0.96	NM_001130677	36829692	36831500	0.006250623	0.16622091	0	0.467836257	0.000207224	0.000718599	0.000426391	0.000195281	0	0.000281707	0.000473347	0.001400744
205	chr4	15	79730	109	NSUN7	CpG:15	1.04	NM_024677	40752691	40752896	0.006250851	0.16622091	0	0.833333333	0.003248697	0.010833462	0	0.002021449	0.007724641	0.00878315	0.016200815	0.007516421
1277	chr9	110	320	796	APBA1	CpG:110	0.91	NM_001163	72286804	72288081	0.006265704	0.166316756	0	0.476351351	0.000139232	0.001681779	1.32153E-05	5.64077E-05	0.000348073	0.000608943	0.000469029	0.003967365
868;868	chr16	83	92595;92595	584	ZNF764;ZNF764	CpG:83	0.85	NM_001172679;NM_033410	30569181	30570049	0.006413692	0.169939855	0	0.514056225	0.000177096	0.003362446	0.000158994	0.000113581	0.000258712	0.000956219	0.001085345	0.008045772
490;490;490	chr5	47	153768;153768;153768	320	PRELID2;PRELID2;PRELID2	CpG:47	0.9	NM_205846;NM_182960;NM_138492	145214649	145215139	0.006441602	0.170007116	0	0.490740741	2.66547E-07	0.003588921	7.30691E-07	6.89505E-08	0	0.002266903	0.00144172	0.007058141
360;360;360;360;360;360	chr14	44	55334;55334;55334;2079;55334;55334	244	SLC39A9;SLC39A9;SLC39A9;ERH;SLC39A9;SLC39A9	CpG:44	1.07	NM_018375;NM_001252150;NM_001252148;NM_004450;NM_001252151;NM_001252152	69864713	69865073	0.006448978	0.170007116	0	0.518939394	6.87007E-08	0.001409925	0	0	2.06102E-07	0.000946833	0.000846822	0.00243612
902	chr8	82	11059	559	WWP1	CpG:82	0.97	NM_007013	87354544	87355446	0.006450727	0.170007116	0	0.449404762	0.00019232	0.001211665	0.000183606	0.000300426	9.29277E-05	0.000437474	0.000971714	0.002225807
358;358;358;358;358;358;358;358;358	chr12	37	85437;51535;51535;51535;51535;51535;51535;51535;51535	232	ZCRB1;PPHLN1;PPHLN1;PPHLN1;PPHLN1;PPHLN1;PPHLN1;PPHLN1;PPHLN1	CpG:37	1	NM_033114;NM_016488;NM_201515;NM_201439;NM_201438;NM_001143788;NM_001143789;NM_001143787;NM_201440	42719761	42720119	0.006483836	0.170014256	0	0.328828829	0	0.000516211	0	0	0	0.000761742	0.000111458	0.000675433
490;490;490;490;490	chr10	45	NA;282991;282991;282991;282991	334	NA;BLOC1S2;BLOC1S2;BLOC1S2;BLOC1S2	CpG:45	0.83	NM_001001342;NR_046296;NR_046314;NR_046315;NM_173809	102046142	102046632	0.006486903	0.170014256	0	0.555555556	0.000153686	0.002050821	0	0.000461057	0	0.000944362	0.000677281	0.00453082
491	chr15	49	80021	345	TMEM62	CpG:49	0.81	NM_024956	43425772	43426263	0.006489957	0.170014256	0	0.290909091	0	0.000845005	0	0	0	0.000134855	0.000331705	0.002068455
2290;2290	chr2	186	5093;400960	1351	PCBP1;PCBP1-AS1	CpG:186	0.93	NM_006196;NR_033872	70313200	70315490	0.006505282	0.170014256	0	0.344941957	0.000470773	0.000468776	0.00050384	0.000383316	0.000525164	0.000215727	0.000115014	0.001075587
719	chr15	92	25989	535	ULK3	CpG:92	0.92	NM_001099436	75135186	75135905	0.006508493	0.170014256	0	0.452898551	6.34071E-05	0.00284225	0.00014672	4.35015E-05	0	0.000350691	0.00060923	0.007566831
287	chr13	20	5457	179	POU4F1	CpG:20	0.73	NM_006237	79181327	79181614	0.006702714	0.174778883	0	1	0.043043128	0.018709067	0.038463916	0.044703058	0.04596241	0.010033384	0.01661983	0.029473988
437	chr19	44	390928	321	PAPL	CpG:44	0.76	NM_001004318	39574700	39575137	0.006737164	0.175367892	0	0.886363636	0.000972012	0.003615966	0.000546548	0.001850014	0.000519473	0.002053019	0.002797621	0.005997258
720	chr13	75	55213	499	RCBTB1	CpG:75	0.87	NM_018191	50159386	50160106	0.006754632	0.175513591	0	0.220833333	0	0.00089464	0	0	0	1.26792E-05	1.20686E-05	0.002659171
214	chr6	17	3400	134	ID4	CpG:17	0.83	NM_001546	19837014	19837228	0.006801652	0.176231133	0	0.960784314	0.000476209	0.004569451	0.000324436	5.96558E-05	0.001044534	0.003811316	0.007594164	0.002302873
1669	chr12	136	23603	1166	CORO1C	CpG:136	0.78	NM_014325	109124224	109125964	0.006811495	0.176231133	0	0.541942605	0.000320452	0.000905436	0.000346468	0.000279867	0.00033502	0.000599882	0.000739445	0.001376979
209	chr5	17	153769	137	SH3RF2	CpG:17	0.77	NM_152550	145316145	145316354	0.006839754	0.176231133	0	0.382352941	0	0.003832283	0	0	0	0.001250129	0.002270931	0.007975787
910;910	chr3	83	66000;66000	624	TMEM108;TMEM108	CpG:83	0.78	NM_001136469;NM_023943	132756985	132757895	0.006857806	0.176231133	0	0.787148594	0.001008123	0.003646148	0.000330405	0.001360122	0.001333842	0.002504434	0.003300598	0.005133411
822;822	chr1	94	100527978;148534	551	TMEM56-RWDD3;TMEM56	CpG:94	1.02	NM_001199691;NM_152487	95582750	95583572	0.006863405	0.176231133	0	0.385885886	0	0.000507596	0	0	0	0.000390921	0.000185116	0.000946752
334	chr5	36	8637	227	EIF4EBP3	CpG:36	0.93	NM_003732	139927157	139927491	0.006864751	0.176231133	0	0.532407407	2.32513E-06	0.003255586	0	3.03531E-06	3.94009E-06	0.002828118	0.001923082	0.005015559
993;1515;1515	chr11	129	4192;4192;4192	997	MDK;MDK;MDK	CpG:129	0.81	NM_001012334;NM_001012333;NM_002391	46402624	46404139	0.006865684	0.176231133	0	0.290625	0.000115204	0.00101001	0	3.374E-05	0.000311873	0.00041582	0.000492807	0.002121402
776;776	chr19	84	94039;57130	542	ZNF101;ATP13A1	CpG:84	0.89	NM_033204;NM_020410	19773991	19774767	0.006959601	0.178332237	0	0.380952381	0	0.00324849	0	0	0	0.000945866	0.001225751	0.007573853
776;776	chr21	77	140578;140578	519	CHODL;CHODL	CpG:77	0.89	NM_001204174;NM_024944	19617098	19617874	0.006972213	0.178346321	0	0.807359307	0.00080108	0.004226579	0	0.001090806	0.001312433	0.007105495	0.002695063	0.002879179
390;390;390;390;390	chr1	44	4817;4817;5202;4817;4817	268	NIT1;NIT1;PFDN2;NIT1;NIT1	CpG:44	0.96	NM_001185092;NM_005600;NM_012394;NM_001185094;NM_001185093	161087722	161088112	0.006994711	0.17861278	0	0.390151515	0	0.003650141	0	0	0	0.000971265	0.000950115	0.009029044
972	chr16	111	79786	628	KLHL36	CpG:111	1.09	NM_024731	84681760	84682732	0.007022876	0.179022805	0	0.545774648	0.000259086	0.002378741	0.00038535	5.4784E-06	0.000386428	0.000797125	0.000692622	0.005646476
906	chr3	73	10840	589	ALDH1L1	CpG:73	0.76	NM_012190	125898662	125899568	0.007055047	0.179533342	0	0.617777778	0.000218884	0.002754448	6.01102E-05	0.000588867	7.67408E-06	0.001183305	0.001838363	0.005241676
320	chr19	33	91120	225	ZNF682	CpG:33	0.84	NM_001077349	20149855	20150175	0.007084914	0.179983599	0	0.5	0	0.00305626	0	0	0	0.000541948	0.000558336	0.008068497
1268;1268;1268	chr9	125	6709;6709;6709	839	SPTAN1;SPTAN1;SPTAN1	CpG:125	0.9	NM_001195532;NM_001130438;NM_003127	131314228	131315496	0.007112464	0.180373539	0	0.264900662	0	0.00035978	0	0	0	0.00028716	0.000274206	0.000517973
250	chr19	23	26538	161	OR10H2	CpG:23	0.9	NM_013939	15833733	15833983	0.00720524	0.182413473	0	1	0.020093126	0.049371024	0.019930692	0.019077234	0.021271452	0.058156626	0.03948338	0.050473067
729	chr19	73	9422	494	ZNF264	CpG:73	0.88	NM_003417	57702696	57703425	0.007328982	0.185229053	0	0.591324201	0.0001749	0.002193808	9.02524E-05	1.14498E-06	0.000433303	0.000965936	0.001278347	0.004337141
2025	chr4	173	10815	1229	CPLX1	CpG:173	1.07	NM_006651	818646	820970	0.007419843	0.187205426	0	0.526641884	0.00044263	0.001587046	0.000668743	0.000471301	0.000187847	0.00112858	0.001336915	0.002295644
915	chr19	98	644096	634	SDHAF1	CpG:98	0.9	NM_001042631	36485937	36486852	0.007453299	0.187729175	0	0.261904762	4.15054E-08	0.001829577	1.24516E-07	0	0	0.000151022	0.000434074	0.004903634
214	chr15	17	646938	150	LOC646938	CpG:17	0.65	NR_036495	79043424	79043638	0.00753597	0.189488642	0	0.5	0	0.006056117	0	0	0	0.003653382	0.002124743	0.012390225
907;907	chr17	92	10400;10400	616	PEMT;PEMT	CpG:92	0.9	NM_007169;NM_148172	17494598	17495505	0.007562398	0.18983031	0	0.411231884	2.49661E-08	0.001424311	7.48983E-08	0	0	0.000321346	0.000721464	0.003230125
530	chr14	42	145567	269	TTC7B	CpG:42	1.27	NM_001010854	91282227	91282757	0.007620746	0.190970719	0	0.489837398	0.000246031	0.003357668	0	0.00072889	9.20382E-06	0.000695932	0.00117517	0.008201901
1010	chr12	100	11260	638	XPOT	CpG:100	1.01	NM_007235	64797934	64798944	0.00770122	0.192660807	0	0.480392157	5.25295E-07	0.003273329	1.34608E-06	2.23116E-07	6.68808E-09	0.000565957	0.000876086	0.008377943
683	chr10	64	9790	443	BMS1	CpG:64	0.9	NM_014753	43277849	43278532	0.007767629	0.193993918	0	0.5	0	0.001640234	0	0	0	0.00135573	0.000741812	0.002823161
788	chr17	67	55062	476	WIPI1	CpG:67	0.93	NM_017983	66453349	66454137	0.007786969	0.194148976	0	0.355421687	0	0.000402379	0	0	0	0.000265239	0.000236161	0.000705736
493	chr5	39	23440	289	OTP	CpG:39	0.92	NM_032109	76941395	76941888	0.00785256	0.195454718	0	1	0.005630402	0.007825919	0.001785629	0.008760115	0.006345461	0.009101615	0.006914037	0.007462104
1043;1043	chr2	109	6744;6744	683	SSFA2;SSFA2	CpG:109	1.03	NM_006751;NM_001130445	182756428	182757519	0.007898286	0.196262461	0	0.33048433	0	0.000609811	0	0	0	0.000370509	0.000381913	0.001077012
706;706	chr6	61	892;892	443	CCNC;CCNC	CpG:61	0.88	NM_005190;NM_001013399	100016069	100016775	0.007919074	0.196448846	0	0.363387978	0	0.002581416	0	0	0	0.000705649	0.000729035	0.006309565
721	chr14	75	122525	492	C14orf28	CpG:75	0.9	NM_001017923	45366387	45367108	0.007958179	0.196991664	0	0.424796748	0	0.00080842	0	0	0	0.000528818	0.000414273	0.001482169
626;626	chr2	57	7260;51112	437	TSSC1;TRAPPC12	CpG:57	0.75	NM_003310;NM_016030	3383350	3383976	0.007969471	0.196991664	0	0.48245614	3.46346E-06	0.002323643	0	1.03904E-05	0	0.000694088	0.000965102	0.005311738
564	chr2	54	54980	373	C2orf42	CpG:54	0.9	NM_017880	70417746	70418310	0.007980927	0.196991664	0	0.484567901	4.77234E-05	0.003564372	0	6.29213E-07	0.000142541	0.001082931	0.000831185	0.008779001
664	chr19	60	256949	473	KANK3	CpG:60	0.71	NM_198471	8407674	8408338	0.008005471	0.197268153	0	0.652777778	0.000394666	0.002222402	0.000871944	0.000312055	0	0.001195422	0.001267473	0.00420431
1853;1847;1853;1853	chr9	125	10044;100616250;100422910;1025	971	SH2D3C;MIR3960;MIR2861;CDK9	CpG:125	0.99	NM_170600;NR_039767;NR_036055;NM_001261	130547264	130549117	0.008070795	0.198290545	0	0.360189573	1.55733E-05	0.001087401	0	3.85131E-05	8.20689E-06	0.000410266	0.000488456	0.002363482
533	chr12	42	6302	348	TSPAN31	CpG:42	0.76	NM_005981	58129828	58130361	0.008073785	0.198290545	0	1	0.04376469	0.076853795	0.033472518	0.036623234	0.061198319	0.087170507	0.090550272	0.052840604
386;386	chr7	36	11281;11281	273	POU6F2;POU6F2	CpG:36	0.75	NM_007252;NM_001166018	39015543	39015929	0.00819029	0.200818308	0	1	0.001704662	0.005566316	0.001447781	0.002266457	0.00139975	0.006512114	0.003430397	0.006756436
1252;1252;1252;1252	chr3	103	25945;25945;25945;100506555	689	PVRL3;PVRL3;PVRL3;PVRL3-AS1	CpG:103	1.12	NM_001243288;NM_001243286;NM_015480;NR_045114	110790149	110791401	0.008237411	0.20121542	0	0.318627451	6.76752E-05	0.000225989	0.000203026	0	0	0.000209108	0.000328557	0.000140301
538	chr3	57	200844	373	C3orf67	CpG:57	0.88	NM_198463	59035406	59035944	0.008240003	0.20121542	0	0.643274854	0.000805308	0.003269384	0.000579658	0.001046002	0.000790265	0.001454156	0.000931154	0.007422842
1324;1324;1324	chr20	135	85364;140680;140680	804	ZCCHC3;C20orf96;C20orf96	CpG:135	1.14	NM_033089;NM_153269;NM_080571	277831	279155	0.008247314	0.20121542	0	0.345528455	0	0.000822577	0	0	0	0.000268216	0.000381907	0.001817609
862;862	chr16	98	283871;1877	613	PGP;E4F1	CpG:98	0.91	NM_001042371;NM_004424	2273219	2274081	0.008307749	0.202355968	0	0.457482993	3.9366E-06	0.003682725	1.17274E-05	5.54135E-08	2.69842E-08	0.000487256	0.000403706	0.010157213
1008;1008	chr1	92	3756;3756	694	KCNH1;KCNH1	CpG:92	0.77	NM_002238;NM_172362	211306667	211307675	0.008327461	0.202502481	0	0.393115942	9.61891E-05	0.00134392	0	0.000288567	0	0.001261054	0.001318915	0.001451792
255	chr9	39	158314	206	LINC00475	CpG:39	0.96	NR_027341	94903572	94903827	0.008461775	0.205384363	0	0.931623932	0.000728443	0.00336707	5.41836E-05	0.001609346	0.000521799	0.002760939	0.00335311	0.00398716
368;368	chr20	35	80343;140733	248	SEL1L2;MACROD2	CpG:35	0.85	NM_025229;NM_080676	13976700	13977068	0.008473755	0.205384363	0	0.723809524	0.000842671	0.003615926	0	0.000560593	0.00196742	0.003155373	0.002665943	0.005026464
216	chr12	20	10019	154	SH2B3	CpG:20	0.73	NM_005475	111834869	111835085	0.008509368	0.205910004	0	0.475	0.000116026	0.002031594	0	0.000348063	1.50104E-08	0.003375794	0.001628543	0.001090447
927	chr21	98	25966	662	C2CD2	CpG:98	0.83	NM_015500	43373135	43374062	0.008564265	0.206609252	0	0.795238095	0.012636602	0.008485097	0.009165211	0.014402235	0.014342359	0.007496009	0.002759977	0.015199306
1341;1341;1341;1341;1341;1562	chr1	180	142678;142678;142678;142678;142678;142678	1065	MIB2;MIB2;MIB2;MIB2;MIB2;MIB2	CpG:180	0.99	NM_001170688;NM_001170686;NM_001170687;NR_033183;NM_080875;NM_001170689	1550453	1552015	0.008566214	0.206609252	0	0.43718593	0.001235494	0.003882427	0.000998226	0.000974943	0.001733314	0.001831371	0.002709456	0.007106455
353	chr5	42	6534	262	SLC6A7	CpG:42	0.87	NM_014228	149569592	149569945	0.008593881	0.20668865	0	0.944444444	0.00161328	0.005854139	0.002049255	0.002152766	0.000637819	0.005429459	0.003318711	0.008814246
1506	chr3	151	401097	933	C3orf80	CpG:151	1.05	NM_001168214	159942916	159944431	0.008597465	0.20668865	0	0.530630631	0.000224969	0.001075122	0.000286834	0.000387491	5.8269E-07	0.000562926	0.000453942	0.002208498
2025;2405;1379;2405	chr17	184	92659;4097;51547;4097	1436	MAFG-AS1;MAFG;SIRT7;MAFG	CpG:184	0.87	NR_015454;NM_002359;NM_016538;NM_032711	79884679	79887084	0.008633277	0.206931337	0	0.423828125	0.004257357	0.006711497	0.003971036	0.004798743	0.004002293	0.005365052	0.005026919	0.009742519
929	chr8	95	6542	610	SLC7A2	CpG:95	0.95	NM_001008539	17354321	17355250	0.008635552	0.206931337	0	0.743478261	0.000551744	0.002999853	0	0.001012603	0.000642629	0.004157327	0.001890051	0.002952182
626	chr16	52	652276	420	LOC652276	CpG:52	0.74	NR_015441	2653221	2653847	0.00868669	0.207819913	0	0.442307692	5.75057E-05	0.000838311	0	0.000172517	0	0.000786129	0.000859171	0.000869634
490	chr17	50	57547	354	ZNF624	CpG:50	0.79	NM_020787	16556713	16557203	0.008747766	0.208942999	0	0.24	0	0.000336236	0	0	0	5.77087E-05	0.000456576	0.000494422
760;760;760;760;760;760	chr14	97	11099;79882;79882;79882;79882;79882	567	PTPN21;ZC3H14;ZC3H14;ZC3H14;ZC3H14;ZC3H14	CpG:97	0.94	NM_007039;NM_207661;NM_207660;NM_001160104;NM_001160103;NM_024824	89029178	89029938	0.008804938	0.209969378	0	0.47766323	0.000157618	0.00081967	2.423E-05	0.000448625	0	0.000447022	0.000468176	0.001543812
725;725;725;725	chr2	60	55139;55139;79065;79065	403	ANKZF1;ANKZF1;ATG9A;ATG9A	CpG:60	1.07	NM_001042410;NM_018089;NM_024085;NM_001077198	220093972	220094697	0.008847124	0.210635639	0	0.310077519	0	0.00093658	0	0	0	0.000502721	0.000398339	0.001908679
477	chr11	37	3784	333	KCNQ1	CpG:37	0.66	NM_000218	2465171	2465648	0.008911	0.211253546	0	0.864864865	0.002709445	0.011350348	0.000734135	0.006500744	0.000893456	0.012683883	0.011474998	0.009892164
202	chr16	17	7874	136	USP7	CpG:17	0.75	NM_003470	9058063	9058265	0.008917912	0.211253546	0	0.549019608	1.35517E-05	0.002118194	0	4.06551E-05	0	0.000556645	0.001112693	0.004685243
223	chr6	24	221458	156	KIF6	CpG:24	0.88	NM_145027	39692743	39692966	0.00892949	0.211253546	0	0.5	0	0.004627974	0	0	0	0.002072606	0.001363163	0.010448154
991;991;991	chr2	120	50618;50618;50618	735	ITSN2;ITSN2;ITSN2	CpG:120	0.89	NM_147152;NM_019595;NM_006277	24582620	24583611	0.008930231	0.211253546	0	0.616666667	0.000168904	0.001931292	0.00046971	2.11165E-05	1.58857E-05	0.000826691	0.001209925	0.003757261
378	chr11	39	255239	275	ANKK1	CpG:39	0.78	NM_178510	113258443	113258821	0.008952533	0.211442811	0	0.914529915	0.002147328	0.007666841	9.14408E-05	0.004208467	0.002142076	0.008445228	0.009039301	0.005515994
1242	chr1	149	100126348	850	MIR760	CpG:149	1.03	NR_030621	94311844	94313086	0.008985238	0.211876785	0	0.346707819	0	0.000233833	0	0	0	0.000267661	0.000275826	0.000158011
1006;1006;1006	chr2	81	2274;2274;2274	654	FHL2;FHL2;FHL2	CpG:81	0.77	NM_001039492;NM_001450;NM_201555	106014878	106015884	0.009030986	0.212616444	0	0.914930556	0.003494302	0.011269277	0.002471076	0.004178886	0.003832945	0.007963167	0.008011704	0.017832959
1095;1095	chr10	93	9184;9184	706	BUB3;BUB3	CpG:93	0.82	NM_001007793;NM_004725	124913631	124914726	0.009071389	0.21297993	0	0.272401434	1.86956E-05	0.001273107	5.60867E-05	0	0	0.000190003	0.000511371	0.003117948
588;588	chr7	63	389493;51142	416	NUPR1L;CHCHD2	CpG:63	0.86	NM_001145712;NM_016139	56183577	56184165	0.009075235	0.21297993	0	1	0.003746424	0.018177481	0.001792622	0.004990864	0.004455787	0.01536141	0.011192612	0.027978422
464;464	chr1	47	10623;27246	300	POLR3C;RNF115	CpG:47	0.97	NM_006468;NM_014455	145610679	145611143	0.0091478	0.214067493	0	0.5	0	0.001387459	0	0	0	0.000895484	0.00094055	0.002326344
643	chr2	56	60482	359	SLC5A7	CpG:56	1.12	NM_021815	108602824	108603467	0.009150535	0.214067493	0	0.843137255	0.000928912	0.003871293	0.000637302	0.001406364	0.000743069	0.002489676	0.0031958	0.005928404
1249;1406	chr12	109	3226;406973	868	HOXC10;MIR196A2	CpG:109	0.81	NM_017409;NR_029617	54378696	54380102	0.00924689	0.215979897	0	0.610119048	0.000538742	0.002988339	0	0	0.001616226	0.004622571	0.001967834	0.002374611
306	chr1	25	2104	182	ESRRG	CpG:25	0.92	NM_001134285	217311467	217311773	0.009353495	0.218125284	0	1	0.005675617	0.002278381	0.00518778	0.008112932	0.003726139	0.001603339	0.001781139	0.003450666
1273	chrX	158	3730	1121	KAL1	CpG:158	0.83	NM_000216	8698857	8700500	0.009373764	0.218253697	0	0.577709611	0.00017273	0.001717912	2.99569E-06	0.000515194	0	0.002677754	0.000924729	0.001551252
163	chr1	57	9829	357	DNAJC6	CpG:57	0.98	NM_014787	65720047	65720592	0.009608054	0.223357039	0	0.263513514	0	0.001546187	0	0	0	0.00014379	9.43077E-05	0.004400465
501;501;501	chr14	47	145483;51004;51004	326	FAM161B;COQ6;COQ6	CpG:47	0.89	NM_152445;NM_182480;NM_182476	74416857	74417358	0.009650485	0.223401309	0	0.390070922	3.1407E-07	0.002065316	9.42209E-07	0	0	0.000586804	0.000950221	0.004658922
1114;1114	chr19	115	8541;64130	797	PPFIA3;LIN7B	CpG:115	0.81	NM_003660;NM_022165	49617455	49618569	0.009651193	0.223401309	0	0.670798898	0.001804915	0.005263724	0.001010111	0.002410623	0.001994012	0.003526736	0.003225545	0.009038891
914	chr15	68	57617	593	VPS18	CpG:68	0.72	NM_020857	41186255	41187169	0.009655288	0.223401309	0	0.284313725	1.47551E-06	0.001800428	2.51698E-06	1.76933E-06	1.40226E-07	9.99178E-05	7.40077E-05	0.005227359
1283;1283;1283;1022;1022;1022;1022;1022;1022	chr8	170	2260;2260;2260;2260;2260;2260;2260;2260;2260	946	FGFR1;FGFR1;FGFR1;FGFR1;FGFR1;FGFR1;FGFR1;FGFR1;FGFR1	CpG:170	0.98	NM_001174065;NM_001174067;NM_001174066;NM_001174064;NM_015850;NM_001174063;NM_023110;NM_023105;NM_023106	38325091	38326374	0.009678797	0.223595339	0	0.527306968	0.000428298	0.001539156	0.000334354	0.000445625	0.000504915	0.000878953	0.001185343	0.002553173
1646;1646;1646;1646;1646	chr2	112	5495;5495;5495;5495;5495	909	PPM1B;PPM1B;PPM1B;PPM1B;PPM1B	CpG:112	0.9	NM_177969;NM_177968;NM_002706;NM_001033557;NM_001033556	44394983	44396629	0.009709618	0.223957402	0	0.361502347	0.000129354	0.000778302	0.000388061	0	0	0.000351898	0.000237379	0.001745629
543	chr12	63	57613	400	KIAA1467	CpG:63	0.86	NM_020853	13197238	13197781	0.009750373	0.224547139	0	0.407407407	0	0.002081457	0	0	0	0.000666472	0.000862281	0.004715619
814	chr5	73	643155	540	C5orf43	CpG:73	0.82	NM_001048249	60457840	60458654	0.009775383	0.224772996	0	0.671232877	0.000697706	0.00295777	0.000653599	0.001007906	0.000431613	0.003385552	0.001716879	0.00377088
